symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
KO,88.36,92.49,64.04,2026-09-05,BEVERAGES - NON-ALCOHOLIC,378925482000,26.45,25.19,10.5,3.33,3.33,0.42,0.094,0.286,0.349,50128998000,11.65,16998000000,20.51,0.169,0.0236,0.342,94.7,7,12,4,0,1,4302549000,0.0234,4.008,8.12,8.4,The Coca-Cola Company,CONSUMER DEFENSIVE,45,20,95,90,24,75,0.0718,64.75,88.36,86.87,83.59,77.61,67.43,0.0172,0.0571,0.1385,0.3104,88.9325,86.1804,78.5318,51.616,0.7375,1.2034,-0.4659,92.0557,85.8093,0.4083,0.1558,14645242.8571,0.0228,8e-4,6e-4,-2e-4,0.0141,750,0.0088,0.1459,0.2243,-0.1845,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,48.4536,45.8763,30,64.4613,768,-0.2115,0.0121,0.0658,0.4206,1e-4,0.017,0.0231,0.0857,1,1,19.89,No Signal,0.01,2.75,Decreasing,FALSE,0.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6163,6594666666.6667,NA,NA,NA,NA,NA,1.0235,6594666666.6667,1.0235,0.6163,47941000000,37001000000,12907000000,0.0236,36150000000,37001000000,12907000000,0.0236,42.8,44.8,6.2,61.3,62.4,40.8,40.8,55.1,24.6,87.1,26.1,85.6,75,61.3,61.5,50,FALSE,48.8,48.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,48.5,1e-4,Balanced,GX RSI MA200,88.36,1.72,92.49,64.04,10.5,20.51,0.6163,0.349,0.286,0.42,0.0236,1.0235,1.0235,NA,NA,378925482000,$378.9B,26.4,+1.7%,+5.7%,+13.9%,+31%,61.3,61.3,61.5,56.779999999999994,0.01,Tier 2: Golden Cross
KRYS,351.26,382.54,136.73,2026-09-01,BIOTECHNOLOGY,10402807000,44.83,43.1,7.79,7.84,7.84,0.201,0.0937,0.548,0.49,440484000,15.08,199293000,47.69,0.388,1.7704,0.536,385,0,9,1,0,0,29598800,NA,NA,22.13,43.37,Krystal Biotech Inc,HEALTHCARE,25,40,80,90,10,72.5,0.0961,59,351.26,331.59,312.41,251.31,145.2,0.0593,0.1244,0.3977,1.4191,347.8,349.3376,291.0572,50.9076,1.693,1.36,0.333,374.8918,320.7082,0.5639,0.3246,214966.6667,0.9169,8e-4,0.0018,0.001,0.0295,750,-0.014,0.2771,0.4688,0.5571,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,85,63.4021,79.8969,70,79.75,768,0.6581,-0.0383,0.119,0.5556,0.0017,0.0246,0.4382,1.1213,1,0,44.99,Low Signal,0.11,10.32,Stable,FALSE,10.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,69164333.3333,NA,NA,NA,NA,NA,NA,69164333.3333,NA,NA,389130000,NA,427740000,1.7704,1359126000,NA,427740000,1.7704,76.3,84.5,94.8,0,74.2,74.1,74.1,24.6,33.9,64.4,50,98.5,72.5,55.4,81.2,50,FALSE,73,73,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,88.1,0.0017,Alpha Leader,GX MACD RSI MA200 α>SPY,351.26,5.93,382.54,136.73,7.79,47.69,NA,0.49,0.548,0.201,1.7704,NA,NA,NA,NA,10402807000,$10.4B,44.8,+5.9%,+12.4%,+39.8%,+141.9%,55.4,55.4,81.2,53.239999999999995,0.11,Tier 2: Golden Cross
KYMR,116.47,130.05,40.1,2026-09-01,BIOTECHNOLOGY,9773023000,NA,NA,6.61,-3.25,-3.25,-0.241,-0.156,-2.853,-1.163,105000000,1.126,-339891008,-9.49,0,-0.2937,1.954,132.5,4,17,3,0,0,82258000,NA,NA,89.18,18.23,Kymera Therapeutics Inc,HEALTHCARE,50,40,15,20,24,76,0.1376,35.6,116.47,108.58,78.23,77.5,43.26,0.0727,0.4888,0.5028,1.6923,119.3055,114.2192,89.3502,50.0787,1.5899,2.4695,-0.8795,127.5716,111.0394,0.3285,0.4086,702319.0476,1.518,8e-4,0.0033,0.0026,0.0424,750,-0.0023,0.5513,0.6727,0.967,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,93.299,85.0515,30,85.75,768,2.5654,0.0199,0.5187,0.4921,0.002,0.0311,0.5037,1.0197,1,0,46.82,Low Signal,0.13,13.94,Stable,FALSE,12.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-192995000,NA,NA,NA,NA,NA,NA,-192995000,NA,NA,39211000,NA,124477000,-0.2937,1509256000,NA,124477000,-0.2937,79.9,77.3,49,0,95.4,67.4,67.4,50,38.8,13.9,50,0,76,34.6,85.1,50,FALSE,66.7,66.7,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,79.9,0.002,Alpha Leader,GX RSI MA200 ANALYST,116.47,7.2700000000000005,130.05,40.1,6.61,-9.49,NA,-1.163,-2.853,-0.241,-0.2937,NA,NA,NA,NA,9773023000,$9.8B,N/A,+7.3%,+48.9%,+50.3%,+169.2%,34.6,34.6,85.1,40.760000000000005,0.13,Tier 2: Golden Cross
LIN,468.38,546.4,384,2026-09-05,SPECIALTY CHEMICALS,220150301000,31.15,24.75,5.75,15.33,15.33,0.184,0.0716,0.204,0.281,35449000000,76.2,13822000000,18.18,0.113,0.0171,0.727,544.54,5,16,5,1,0,460980000,0.0129,1.889,6.99,84.78,Linde plc Ordinary Shares,BASIC MATERIALS,45,40,65,75,27,73.1,0.1626,57.31,468.38,492.46,509.16,490.41,474.63,-0.0489,-0.0801,-0.0449,-0.0132,483.414,500.4878,480.7446,32.6285,-1.0157,-0.9311,-0.0846,495.2446,471.5834,-0.1354,0.162,1928809.5238,0.4731,8e-4,3e-4,-5e-4,0.0115,750,-0.0138,-0.0126,0.1823,-0.623,FALSE,FALSE,FALSE,TRUE,Neutral,FALSE,15,20,23.1959,25.7732,30,21.8634,768,-0.3125,-0.1104,-0.1031,0.4841,-0.0012,0.0156,-0.2964,-1.2001,1,0,18.47,No Signal,0.01,2.39,Decreasing,FALSE,1.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,5177666666.6667,NA,NA,NA,NA,NA,0.5924,5177666666.6667,0.5924,NA,33986000000,23152000000,4898000000,0.0171,39081000000,23152000000,4898000000,0.0171,23.2,14.4,42.8,0,25.8,23,23,45.7,49.7,61.3,44.1,71.1,73.1,56.4,15,50,FALSE,26.1,26.1,Very Weak,Very Weak,TRUE,FALSE,NEUTRAL,Proven,16.5,-0.0012,Analyst Upside,GX ANALYST,468.38,-4.89,546.4,384,5.75,18.18,NA,0.281,0.204,0.184,0.0171,0.5924,0.5924,NA,NA,220150301000,$220.2B,31.1,-4.9%,-8%,-4.5%,-1.3%,56.4,56.4,15,53.839999999999996,0.01,Tier 2: Golden Cross
LLY,1123.91,1292.65,707.59,2026-09-05,DRUG MANUFACTURERS - GENERAL,1024931856000,38.57,24.57,30.52,29.8,29.8,1.023,0.204,0.335,0.542,79666004000,89.02,41707000000,25.89,0.262,0.3821,0.502,1315.56,6,18,4,1,1,891741000,0.0056,1.123,13.56,38,Eli Lilly and Company,HEALTHCARE,25,20,95,90,30,72.5,0.1705,59.5,1123.91,1231.9399,1136.37,977.25,738.64,-0.0877,-0.011,0.1501,0.5216,1197.194,1189.8184,1063.7964,36.9095,-0.9697,-0.0663,-0.9034,1278.57,1115.818,0.0497,0.3048,2496361.9048,0.648,8e-4,0.0011,3e-4,0.0218,750,-0.0167,0.1527,0.3465,0.246,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,37.6289,47.4227,30,35.5232,768,0.1593,-0.0969,-0.0614,0.4683,1e-4,0.0232,0.0263,0.0715,1,0,14.89,No Signal,0.01,2.11,Decreasing,FALSE,0.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4126,NA,1.4126,NA,65179000000,47858000000,8950000000,0.3821,33879000000,47858000000,8950000000,0.3821,43.3,44.3,30.4,0,33.5,35.2,35.2,31.9,2.7,96.4,18,92.3,72.5,55.3,32.5,50,FALSE,37.6,37.6,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,32,1e-4,Analyst Upside,GX MA200 ANALYST,1123.91,-8.77,1292.65,707.59,30.52,25.89,NA,0.542,0.335,1.023,0.3821,1.4126,1.4126,NA,NA,1024931856000,$1.02T,38.6,-8.8%,-1.1%,+15%,+52.2%,55.3,55.3,32.5,53.18,0.01,Tier 2: Golden Cross
LMB,49.54,114.95,40.74,2026-09-01,BUILDING PRODUCTS & EQUIPMENT,492979000,16.54,13.64,2.441,2.5,2.5,0.162,0.0677,0.0442,0.0431,683771000,58.27,59291000,9.03,-0.391,0.1192,1.473,76.2,1,3,1,0,0,11925000,NA,2.289,0.787,17.04,Limbach Holdings Inc,INDUSTRIALS,75,75,65,40,5,75,0.5382,66.75,49.54,46.33,76.64,79.48,105.04,0.0693,-0.3536,-0.3767,-0.5284,44.565,60.6554,76.6556,48.0559,-6.7095,-10.3921,3.6827,50.1667,38.9633,0.9441,0.5262,442666.6667,1.4341,8e-4,0.0013,6e-4,0.038,750,-9e-4,0.0557,0.6038,0.23,TRUE,FALSE,FALSE,FALSE,Neutral,TRUE,15,45,2.0619,2.5773,70,18.634,768,-0.1181,-0.3551,-0.4172,0.4603,-0.0034,0.0545,-0.86240000000000006,-0.9975,1,0,31.38,No Signal,0.09,1.73,Decreasing,FALSE,8.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2618,42084000,NA,NA,NA,NA,NA,0.1764,42084000,0.1764,0.2618,646804000,35842000,17529000,0.1192,203148000,35842000,17529000,0.1192,3.6,16.5,24.7,0,2.1,10.5,10.5,82.6,83.1,55.2,77.5,35.1,75,67.2,15.1,50,FALSE,20.1,20.1,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,8.8,-0.0034,Analyst Upside,MACD ANALYST,49.54,6.93,114.95,40.74,2.441,9.03,0.2618,0.0431,0.0442,0.162,0.1192,0.1764,0.1764,NA,NA,492979000,$493M,16.5,+6.9%,-35.4%,-37.7%,-52.8%,67.2,67.2,15.1,60.32,0.09,No Signal
LOVE,16.07,20.88,10.33,2026-09-01,"FURNISHINGS, FIXTURES & APPLIANCES",234068000,63.96,20.62,1.146,0.25,0.25,0.0187,0.0037,0.0055,-0.126,696938000,47.56,18717000,19.73,0.027,-0.0023,2.04,24.17,1,4,0,0,0,14638400,NA,0.426,0.53,14.04,The Lovesac Company,CONSUMER CYCLICAL,25,90,40,40,5,80,0.504,50.25,16.07,17.3,16.48,10.56,19.46,-0.0711,-0.0249,0.5218,-0.1742,16.4702,16.9366,15.0224,46.3145,-1.5407,-1.5406,-2e-4,17.8057,15.1348,0.3501,0.3997,164023.8095,1.5053,8e-4,4e-4,-4e-4,0.0371,750,-0.0317,-0.1902,0.5884,-0.1588,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,32.9897,85.567,30,45.5103,768,-0.6038,-0.0862,-0.0294,0.5159,0.0024,0.0363,0.6169,1.0701,1,0,54.55,Low Signal,0.19,12.39,Decreasing,FALSE,19.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5641,30616333.3333,NA,NA,NA,NA,NA,NA,30616333.3333,NA,0.5641,697115000,NA,56998000,-0.0023,205534000,NA,56998000,-0.0023,84,80.9,68.6,0,40.7,65.2,65.2,11.6,99.5,29.4,50,25.3,80,42.1,57.2,50,FALSE,59.8,59.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,66.5,0.0024,Alpha Leader,GX MA200 ANALYST,16.07,-7.109999999999999,20.88,10.33,1.146,19.73,0.5641,-0.126,0.0055,0.0187,-0.0023,NA,NA,NA,NA,234068000,$234.1M,64,-7.1%,-2.5%,+52.2%,-17.4%,42.1,42.1,57.2,45.260000000000005,0.19,Tier 2: Golden Cross
LSCC,117.49,157.01,60.5,2026-09-01,SEMICONDUCTORS,16248264000,476.67,60.98,21.73,0.24,0.24,0.0493,0.0387,0.0558,0.133,651117000,4.758,92137000,172.02,6,-0.1575,1.796,164.54,3,8,0,0,1,142030000,NA,0.591,26.08,5.74,Lattice Semiconductor Corporation,TECHNOLOGY,25,20,40,40,12,75,0.4005,35.75,117.49,128.32,132.37,86.4,66.67,-0.0844,-0.1124,0.3598,0.7623,119.8235,127.0724,108.2721,45.657,-3.0715,-3.138,0.0665,132.2468,107.4002,0.4061,0.441,1357938.0952,2.328,8e-4,0.001,3e-4,0.0312,750,0.0192,-0.1912,0.4957,0.1278,FALSE,FALSE,TRUE,TRUE,Neutral,TRUE,35,45,18.5567,76.8041,70,43.4278,768,-0.1481,-0.0744,-0.199,0.5238,0.0019,0.0359,0.4777,0.8388,1,2,17.18,No Signal,0.04,2.43,Increasing,FALSE,3.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6821,167320333.3333,NA,NA,NA,NA,NA,NA,167320333.3333,NA,0.6821,523262000,NA,173305000,-0.1575,787527000,NA,173305000,-0.1575,79.4,73.2,77.8,78.9,14.9,67.8,67.8,50,6,33,50,39.7,75,41,52.1,50,FALSE,60,60,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,67,0.0019,Alpha Leader,GX MACD MA200 ANALYST,117.49,-8.44,157.01,60.5,21.73,172.02,0.6821,0.133,0.0558,0.0493,-0.1575,NA,NA,NA,NA,16248264000,$16.2B,476.7,-8.4%,-11.2%,+36%,+76.2%,41,41,52.1,44.599999999999994,0.04,Tier 2: Golden Cross
MA,570.89,601.23,463.74,2026-09-05,CREDIT SERVICES,507393737000,31.89,25.32,91.44,18.16,18.16,2.412,0.241,0.463,0.611,35083002000,39.27,22201000000,23.79,0.221,0.143,0.735,670.92,9,28,3,0,0,869464000,0.0058,1.529,15,6.4,Mastercard Inc,FINANCIAL SERVICES,45,20,95,90,40,78.8,0.1752,65.13,570.89,563.17,489.08,497.31,586.6,0.0137,0.1673,0.148,-0.0268,580.068,559.1508,530.567,47.4445,1.2118,1.7603,-0.5484,605.4273,554.7087,0.319,0.1994,2743171.4286,0.6475,8e-4,5e-4,-3e-4,0.0118,750,-0.0089,0.0027,0.1868,-0.3471,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,45,74.7423,46.9072,30,66.5541,768,-0.1837,-0.0029,0.1302,0.4683,-1e-4,0.0165,-0.0303,-0.1159,1,0,17.67,No Signal,0.01,2.58,Decreasing,FALSE,0.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,14358000000,NA,NA,NA,NA,NA,4.3919,14358000000,4.3919,NA,32791000000,24643000000,11291000000,0.143,5611000000,24643000000,11291000000,0.143,38.1,37.6,30.4,0,76.8,38.4,38.4,42.8,50,100,2.7,97.4,78.8,63.8,58.4,50,FALSE,47,47,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,44.3,-1e-4,Analyst Upside,GX MA200 ANALYST,570.89,1.37,601.23,463.74,91.44,23.79,NA,0.611,0.463,2.412,0.143,4.3919,4.3919,NA,NA,507393737000,$507.4B,31.9,+1.4%,+16.7%,+14.8%,-2.7%,63.8,63.8,58.4,58.279999999999994,0.01,Tier 2: Golden Cross
MCD,255.81,335.18,255.49,2026-09-05,RESTAURANTS,180936868000,20.77,18.69,146.07,12.31,12.31,0,0.133,0.317,0.465,27702000000,38.96,14930000000,15.82,0.057,0.0269,0.414,315.39,4,15,14,1,0,707642000,0.0283,2.252,8.61,-1.446,McDonald’s Corporation,CONSUMER CYCLICAL,60,20,15,90,34,66.2,0.2329,43.62,255.81,273.72,282.52,323.91,312.8,-0.0654,-0.0945,-0.2102,-0.1822,266.217,269.1922,295.6984,34.4953,-1.3538,-0.9027,-0.4511,277.8221,254.6119,0.0516,0.183,4187980.9524,0.2021,8e-4,-1e-4,-8e-4,0.0137,750,0.006,-0.0522,0.2175,-0.9429,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,21.134,10.3093,30,18.1521,768,-0.5153,-0.09,-0.1155,0.4206,-0.003,0.0157,-0.7456,-2.9977,1,1,19.6,No Signal,0.02,2.32,Decreasing,FALSE,1.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,7037666666.6667,NA,NA,NA,NA,NA,NA,7037666666.6667,NA,NA,26885000000,40588000000,822000000,0.0269,-1023000000,40588000000,822000000,0.0269,8.2,0.5,6.2,61.3,22.7,13.4,13.4,67.4,50,24.2,50,90.2,66.2,55,8,50,FALSE,18.3,18.3,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,4.1,-0.003,Analyst Upside,ANALYST,255.81,-6.54,335.18,255.49,146.07,15.82,NA,0.465,0.317,0,0.0269,NA,NA,NA,NA,180936868000,$180.9B,20.8,-6.5%,-9.4%,-21%,-18.2%,55,55,8,53,0.02,No Signal
MCHP,73.38,104.75,47.28,2026-09-09,SEMICONDUCTORS,39845978000,107.91,20.08,6.24,0.68,0.68,0.0719,0.0354,0.0934,0.24,5122300000,9.46,1506100000,31.1,-0.816,-0.2143,1.736,108.64,2,17,6,0,0,543009000,0.0245,0.221,8.86,11.88,Microchip Technology Inc,TECHNOLOGY,25,40,40,60,25,71,0.4805,42.35,73.38,81.39,87.91,62.73,65.3,-0.0984,-0.1653,0.1698,0.1237,75.66,79.5726,77.492,43.2745,-2.6283,-2.7257,0.0974,81.1619,70.1581,0.2928,0.2796,8108885.7143,2.0668,8e-4,4e-4,-4e-4,0.0256,750,-0.0052,-0.3053,0.4057,-0.2486,FALSE,FALSE,FALSE,TRUE,Neutral,TRUE,15,45,14.433,48.9691,70,31.6237,768,-0.4355,-0.0885,-0.2181,0.4921,5e-4,0.0301,0.1383,0.2897,1,0,35.07,No Signal,0.06,3.06,Decreasing,FALSE,6.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5773,1416900000,NA,NA,NA,NA,NA,0.8311,1416900000,0.8311,0.5773,4713100000,5361300000,272300000,-0.2143,6451000000,5361300000,272300000,-0.2143,52.1,51,49,0,13.4,40.2,40.2,5.1,44.3,37.1,32.4,50,71,35.6,34.1,50,FALSE,38,38,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,32.5,5e-4,Analyst Upside,GX MACD ANALYST,73.38,-9.84,104.75,47.28,6.24,31.1,0.5773,0.24,0.0934,0.0719,-0.2143,0.8311,0.8311,NA,NA,39845978000,$39.8B,107.9,-9.8%,-16.5%,+17%,+12.4%,35.6,35.6,34.1,41.36,0.06,Tier 2: Golden Cross
MDB,356,473.1,215.68,2026-09-09,SOFTWARE - INFRASTRUCTURE,28678058000,501.41,58.48,9.62,0.71,0.71,0.0199,-0.0022,0.0212,0.0368,2782770000,34.44,13854000,227.94,0.022,0.2099,1.585,454.72,8,24,8,0,1,80556000,NA,1.672,9.45,36.96,MongoDB,TECHNOLOGY,25,40,40,40,41,73.2,0.2773,39.57,356,416.67,348.28,260.68,323.29,-0.1456,0.0222,0.3657,0.1012,422.3875,374.285,342.5388,39.7892,0.3513,3.2418,-2.8906,484.3202,360.4548,-0.036,0.811,1967238.0952,1.707,8e-4,7e-4,-1e-4,0.0378,750,-0.0291,-0.1542,0.6002,-0.0312,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,42.268,78.3505,30,43.1005,768,-0.4105,0.1122,-0.0232,0.5,0.0021,0.0422,0.5242,0.7832,1,0,13.77,No Signal,0.04,1.67,Increasing,FALSE,3.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7175,245410666.6667,NA,NA,NA,NA,NA,NA,245410666.6667,NA,0.7175,2463797000,NA,1002401000,0.2099,2979981000,NA,1002401000,0.2099,82,71.1,55.7,0,42.3,59.9,59.9,50,27.9,29.9,50,27.8,73.2,41.1,47.4,50,FALSE,54.1,54.1,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,57.2,0.0021,Alpha Leader,GX MA200 ANALYST,356,-14.56,473.1,215.68,9.62,227.94,0.7175,0.0368,0.0212,0.0199,0.2099,NA,NA,NA,NA,28678058000,$28.7B,501.4,-14.6%,+2.2%,+36.6%,+10.1%,41.1,41.1,47.4,44.66,0.04,Tier 2: Golden Cross
MEDP,590.89,677.9,373,2026-09-01,DIAGNOSTICS & RESEARCH,16765137000,35.84,35.59,39.29,16.76,16.76,1.621,0.201,0.177,0.208,2782288000,98.47,611200000,27.27,0.371,0.1583,1.151,581.83,1,3,8,1,0,27911700,NA,3.27,5.99,15.54,Medpace Holdings Inc,HEALTHCARE,25,20,95,75,13,57.7,-0.0153,55.77,590.89,602.43,465.73,443.85,492.09,-0.0192,0.2687,0.3313,0.2008,600.158,575.3362,520.7638,50.3528,0.9269,1.7053,-0.7785,625.6664,574.6496,0.3183,0.2462,199728.5714,1.014,8e-4,0.0015,8e-4,0.0319,750,0.0048,0.1868,0.507,0.3736,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,82.4742,73.7113,30,80.2345,768,0.2904,-0.0349,0.2381,0.5238,0.0012,0.0313,0.298,0.6001,1,2,43.78,Low Signal,0.06,7.64,Decreasing,FALSE,5.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,550286666.6667,NA,NA,NA,NA,NA,NA,550286666.6667,NA,NA,2530234000,NA,502688000,0.1583,433861000,NA,502688000,0.1583,66,64.9,77.8,78.9,85.6,72.3,72.3,37,2.2,99,50,67,57.7,56.5,78.9,50,FALSE,71.5,71.5,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,85.6,0.0012,Consistent Beat,GX RSI MA200,590.89,-1.92,677.9,373,39.29,27.27,NA,0.208,0.177,1.621,0.1583,NA,NA,NA,NA,16765137000,$16.8B,35.8,-1.9%,+26.9%,+33.1%,+20.1%,56.5,56.5,78.9,53.9,0.06,Tier 2: Golden Cross
META,613.48,788.22,519.78,2026-09-05,INTERNET CONTENT & INFORMATION,1571225469000,22.99,18.12,5.96,26.83,26.83,0.298,0.146,0.298,0.348,228246995000,90.25,109654999000,14.05,-0.134,0.2205,1.243,754.77,8,47,7,0,0,2205129000,0.0034,0.808,6.91,102.52,Meta Platforms Inc.,COMMUNICATION SERVICES,60,40,80,90,62,75.4,0.2303,68.04,613.48,594.92,570.98,638.18,752.3,0.0312,0.0744,-0.0387,-0.1845,577.809,596.7562,622.369,60.8627,0.6723,-0.5505,1.2229,621.486,534.1319,0.9083,0.3287,16143900,1.4329,8e-4,0.0012,4e-4,0.0196,750,2e-4,0.0268,0.3109,0.3532,TRUE,TRUE,FALSE,FALSE,Neutral,TRUE,55,85,52.0619,26.2887,70,54.3763,768,0.2114,-0.0042,0.0121,0.5079,-0.0011,0.0247,-0.265,-0.6765,1,5,17.62,No Signal,0.01,1.94,Decreasing,FALSE,1.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,48083000000,NA,NA,NA,NA,NA,0.3203,48083000000,0.3203,NA,200966000000,83664000000,15462000000,0.2205,261221000000,83664000000,15462000000,0.2205,24.7,22.7,62.4,99.5,51.5,43.2,43.2,63,46.4,78.9,63.1,87.6,75.4,69.8,54.8,50,FALSE,50,50,Neutral,Neutral,FALSE,FALSE,NEUTRAL,Proven,50,-0.0011,Analyst Upside,MACD RSI ANALYST,613.48,3.1199999999999997,788.22,519.78,5.96,14.05,NA,0.348,0.298,0.298,0.2205,0.3203,0.3203,NA,NA,1571225469000,$1.57T,23,+3.1%,+7.4%,-3.9%,-18.4%,69.8,69.8,54.8,61.879999999999995,0.01,Tier 5: Underdog Watch
MITK,17.83,21.05,8.53,2026-09-01,SOFTWARE - APPLICATION,850557000,40.98,9.79,3.46,0.46,0.46,0.0923,0.0549,0.114,0.214,197902000,4.352,49551000,15.31,2.4,0.0205,0.979,22.62,1,4,0,0,0,45122400,NA,1.276,4.137,5.55,"Mitek Systems, Inc.",TECHNOLOGY,25,60,40,60,5,80,0.2686,47.25,17.83,18.55,16.01,14.16,9.98,-0.0388,0.1137,0.2592,0.7866,18.465,18.3672,14.3724,46.8569,0.3817,0.6617,-0.28,19.4031,17.5269,0.1615,0.5166,715514.2857,1.1817,8e-4,9e-4,2e-4,0.028,750,-0.0344,0.0056,0.4445,0.091,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,59.2784,65.9794,30,49.4794,768,-0.1544,0.0141,0.1201,0.5556,0.001,0.0312,0.2503,0.5055,1,0,34.86,No Signal,0.08,4.52,Increasing,FALSE,8.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,38329000,NA,NA,NA,NA,NA,0.1971,38329000,0.1971,NA,179691000,49375000,90045000,0.0205,250523000,49375000,90045000,0.0205,63.4,61.3,94.8,0,75.8,64.7,64.7,27.5,73.2,41.2,73.9,56.2,80,53.4,54.4,50,FALSE,60.5,60.5,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,69.1,0.001,Consistent Beat,GX MA200 α>SPY ANALYST,17.83,-3.88,21.05,8.53,3.46,15.31,NA,0.214,0.114,0.0923,0.0205,0.1971,0.1971,NA,NA,850557000,$850.6M,41,-3.9%,+11.4%,+25.9%,+78.7%,53.4,53.4,54.4,52.04,0.08,Tier 2: Golden Cross
