symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
MITK,NA,21.05,8.53,2026-09-25,SOFTWARE - APPLICATION,798215000,36.85,9.79,3.148,0.48,0.48,0.0923,0.0549,0.114,0.214,197902000,4.352,49551000,13.85,2.4,0.0205,0.991,22.62,1,4,0,0,0,45122400,NA,1.276,3.743,5.55,"Mitek Systems, Inc.",TECHNOLOGY,25,60,40,60,5,80,NA,47.25,17.69,17.86,17.65,13.1,10.23,-0.0095,0.0023,0.3504,0.7292,17.868,17.9478,14.7959,49.062,-1.2694,-0.8807,-0.3887,19.1503,16.5857,0.4306,0.5085,648428.5714,1.1564,8e-4,0.0011,3e-4,0.028,749,0.0393,0.0461,0.4445,0.1777,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,51.2953,72.0207,30,48.2927,766,-0.0613,-0.0387,-0.0407,0.4683,2e-4,0.0315,0.0413,0.0826,1,2,41.39,Low Signal,0.09,7.29,Stable,FALSE,9.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,38329000,NA,NA,NA,NA,NA,0.1971,38329000,0.1971,NA,179691000,49375000,90045000,0.0205,250523000,49375000,90045000,0.0205,53.4,52.8,29.5,77.7,48.7,50.2,50.2,33.8,72.7,41.2,73.9,55.2,80,54.6,60.4,50,FALSE,53.3,53.3,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,55.2,2e-4,Balanced,GX MA200,17.69,-0.95,21.05,8.53,3.148,13.85,NA,0.214,0.114,0.0923,0.0205,0.1971,0.1971,NA,NA,798215000,$798.2M,36.9,-0.9%,+0.2%,+35%,+72.9%,54.6,54.6,60.4,52.76,0.09,Tier 2: Golden Cross
MLI,NA,70.92,47.75,2026-09-25,METAL FABRICATION,13343874000,15.59,18.18,3.734,3.87,3.87,0.263,0.165,0.182,0.218,4661137000,21.37,1089398000,9.95,0.018,0.1053,1.107,80,0,2,0,0,0,221181000,0.01,3.408,2.544,16.04,Mueller Industries Inc,INDUSTRIALS,75,60,80,75,2,75,NA,73.5,60.33,63.45,67.195,54.225,50.85,-0.0492,-0.1022,0.1126,0.1864,61.7225,63.4368,62.1835,40.85,-1.7583,-1.5351,-0.2232,64.7708,58.6742,0.2716,0.3168,1787171.4286,1.0874,8e-4,0.0018,0.001,0.0176,749,0.0139,0.2253,0.279,0.8734,FALSE,FALSE,FALSE,TRUE,Neutral,FALSE,15,45,29.5337,40.4145,30,30.443,766,0.8459,-0.1189,-0.1477,0.5,-1e-4,0.0221,-0.014,-0.0398,1,1,18.83,No Signal,0.02,3.82,Increasing,FALSE,2.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,623695000,NA,NA,NA,NA,NA,0.0015,623695000,0.0015,NA,4178547000,5243000,1388748000,0.1053,3547750000,5243000,1388748000,0.1053,47.2,48.2,53.9,47.2,29.5,46.1,46.1,81.3,67.8,75.3,97.3,68,75,77.8,32.6,50,FALSE,47.6,47.6,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,47.9,-1e-4,Quality,GX,60.33,-4.92,70.92,47.75,3.734,9.95,NA,0.218,0.182,0.263,0.1053,0.0015,0.0015,NA,NA,13343874000,$13.3B,15.6,-4.9%,-10.2%,+11.3%,+18.6%,77.8,77.8,32.6,66.68,0.02,Tier 2: Golden Cross
MPWR,NA,1711.48,828.85,2026-09-20,SEMICONDUCTORS,59846349000,74.08,34.25,15.36,16.44,16.44,0.22,0.136,0.245,0.31,3273158000,67.27,1000282000,58.44,0.858,0.2379,1.664,1839.8,3,12,1,0,0,49143000,0.0061,0.914,17.86,79.27,Monolithic Power Systems Inc,TECHNOLOGY,25,20,80,75,16,78.1,NA,53.31,1355.47,1285.03,1438.3,1053.01,914.27,0.0548,-0.0576,0.2872,0.4826,1231.13,1302.8466,1267.2114,61.4189,-1.5612,-2.8962,1.335,1346.5596,1115.7004,1.0386,0.4995,683828.5714,2.3878,8e-4,0.0021,0.0013,0.0294,749,0.0681,0.027,0.4671,0.6821,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,85,38.342,65.285,70,69.3096,766,0.6807,-0.0116,-0.1562,0.5317,-8e-4,0.0322,-0.196,-0.3838,1,3,21.7,No Signal,0.04,3.14,Stable,FALSE,3.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5518,629705333.3333,NA,NA,NA,NA,NA,NA,629705333.3333,NA,0.5518,2790459000,NA,1005587000,0.2379,3895424000,NA,1005587000,0.2379,34.2,36.8,80.8,93.8,25.9,48.9,48.9,8.6,15.3,67,50,77.8,78.1,47.6,72.1,50,FALSE,54.3,54.3,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,57.2,-8e-4,Consistent Beat,GX MACD RSI MA200,1355.47,5.48,1711.48,828.85,15.36,58.44,0.5518,0.31,0.245,0.22,0.2379,NA,NA,NA,NA,59846349000,$59.8B,74.1,+5.5%,-5.8%,+28.7%,+48.3%,47.6,47.6,72.1,48.56,0.04,Tier 2: Golden Cross
MRK,NA,156,75.37,2026-09-16,DRUG MANUFACTURERS - GENERAL,354754593000,115.96,14.95,8.52,1.24,1.24,0.0696,0.119,0.0477,-0.0024,66568999000,26.85,28871000000,28.05,-0.193,0.0399,0.226,152.96,5,15,8,0,0,2467172000,0.0231,2.646,6.07,16.99,Merck & Company Inc,HEALTHCARE,25,40,40,40,28,72.3,NA,39.48,148.08,150.66,125.45,119.63,79.96,-0.0171,0.1804,0.2378,0.8519,148.4575,138.8704,120.9294,56.5909,1.3585,1.8451,-0.4866,154.8766,142.0384,0.4706,0.2437,10185923.8095,0.2806,8e-4,6e-4,-2e-4,0.0179,749,-0.0023,0.0904,0.2837,-0.2141,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,76.1658,59.5855,30,75.5168,766,-0.2427,0.139,0.2323,0.5079,0.002,0.0205,0.5132,1.5746,1,0,18.18,No Signal,0.01,4.23,Increasing,FALSE,1.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,13199666666.6667,NA,NA,NA,NA,NA,1.273,13199666666.6667,1.273,NA,65011000000,53381000000,6849000000,0.0399,41933000000,53381000000,6849000000,0.0399,75.6,86.5,63.7,0,82.9,69.5,69.5,3.6,28.4,35.6,19.8,36.6,72.3,29.1,71.1,50,FALSE,63.8,63.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,71.1,0.002,Alpha Leader,GX RSI MA200,148.08,-1.71,156,75.37,8.52,28.05,NA,-0.0024,0.0477,0.0696,0.0399,1.273,1.273,NA,NA,354754593000,$354.8B,116,-1.7%,+18%,+23.8%,+85.2%,29.1,29.1,71.1,37.46,0.01,Tier 2: Golden Cross
MS,NA,230.98,148.47,2026-09-17,CAPITAL MARKETS,317914022000,16.35,15.41,3.04,12.38,12.38,0.18,0.0135,0.259,0.416,77827998000,49.81,NA,NA,0.624,0.624,1.207,237.33,2,9,12,1,1,1570566000,0.0201,1.813,6.09,67.8,Morgan Stanley,FINANCIAL SERVICES,75,60,65,90,25,60,NA,69.75,198.39,214.08,221.04,158.39,160.76,-0.0733,-0.1025,0.2525,0.2341,210.8025,213.5502,193.266,33.8159,-1.5909,-0.9547,-0.6362,222.1675,199.4375,-0.0461,0.2468,4564109.5238,1.2838,8e-4,0.0013,5e-4,0.0137,749,-0.0303,0.0691,0.2181,0.5903,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,29.0155,61.658,30,35.7863,766,0.3942,-0.0718,-0.175,0.5,-2e-4,0.0135,-0.0387,-0.1805,1,0,13.6,No Signal,0.01,3.23,Stable,FALSE,0.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2937,NA,3.2937,NA,NA,383156000000,160135000000,NA,116329000000,383156000000,160135000000,NA,44,42,53.9,0,21.2,37.7,37.7,79.9,75.4,60.8,5.4,80.9,60,61.5,40.1,50,FALSE,41.8,41.8,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,39.2,-2e-4,Balanced,GX MA200,198.39,-7.33,230.98,148.47,3.04,NA,NA,0.416,0.259,0.18,0.624,3.2937,3.2937,NA,NA,317914022000,$317.9B,16.4,-7.3%,-10.2%,+25.2%,+23.4%,61.5,61.5,40.1,56.9,0.01,Tier 2: Golden Cross
MSFT,NA,549.2,348.54,2026-09-17,SOFTWARE - INFRASTRUCTURE,3640745001000,27.7,25.06,8.34,17.7,17.7,0.34,0.141,0.403,0.451,331839013000,44.67,194237006000,17.69,0.317,0.153,1.108,572.92,14,38,3,0,0,7425545000,0.0073,1.614,11.06,59.56,Microsoft Corporation,TECHNOLOGY,45,40,95,90,55,80,NA,69.25,500.59,487.31,352.83,356.77,509.23,0.0273,0.4188,0.4031,-0.017,499.407,471.4642,431.86130000000003,56.1945,1.2548,1.6946,-0.4398,511.6261,487.1879,0.5484,0.2255,21255663.6364,0.9668,8e-4,8e-4,-1e-4,0.0136,750,0.0124,-0.01,0.2165,-0.0785,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,87.5648,76.6839,30,82.3562,767,-0.1064,-0.0026,0.3112,0.4524,0.0013,0.0222,0.3349,0.9517,1,1,21.97,No Signal,0.01,3.73,Decreasing,FALSE,0.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.6882,68385666666.6667,NA,NA,NA,NA,NA,0.0911,68385666666.6667,0.0911,0.6882,281724000000,40294000000,20935000000,0.153,442387000000,40294000000,20935000000,0.153,67.9,69.4,17.6,47.2,86.5,58.9,58.9,48.9,29.5,82.5,87.4,95.4,80,70.6,80.4,50,FALSE,65.8,65.8,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,75.3,0.0013,Strong Trend,GX RSI MA200,500.59,2.73,549.2,348.54,8.34,17.69,0.6882,0.451,0.403,0.34,0.153,0.0911,0.0911,NA,NA,3640745001000,$3.64T,27.7,+2.7%,+41.9%,+40.3%,-1.7%,70.6,70.6,80.4,62.35999999999999,0.01,Tier 2: Golden Cross
MTZ,NA,441.43,182.34,2026-09-25,ENGINEERING & CONSTRUCTION,17467933000,35.31,18.38,5.12,6.16,6.16,0.162,0.0528,0.0307,0.0542,16109103000,206.78,1308463000,15.79,0.514,0.0918,1.818,413.8,2,17,1,0,0,80305000,NA,0.669,1.286,44.54,MasTec Inc,INDUSTRIALS,25,40,65,40,20,76.2,NA,47.37,217.52,255.36,403.57,316.01,206.25,-0.1482,-0.461,-0.3117,0.0546,233.4035,274.244,305.6664,36.9071,-6.8126,-6.8777,0.0651,256.742,210.065,0.1597,0.5139,1574061.9048,1.6411,8e-4,0.0019,0.0011,0.0267,749,-0.0169,0.1444,0.4234,0.659,FALSE,FALSE,FALSE,FALSE,Neutral,TRUE,15,20,1.5544,4.6632,70,15.149,766,0.3418,-0.1841,-0.484,0.4762,-0.0043,0.0364,-1.0773,-1.8663,1,0,32.95,No Signal,0.07,4.09,Stable,FALSE,6.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,584278333.3333,NA,NA,NA,NA,NA,0.7403,584278333.3333,0.7403,NA,14299171000,2573839000,315641000,0.0918,3476968000,2573839000,315641000,0.0918,3.6,4.7,35.8,0,2.1,9.7,9.7,37.4,52.5,55.2,36,30.9,76.2,46.5,9.1,50,FALSE,15.1,15.1,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,4.1,-0.0043,Balanced,MACD,217.52,-14.82,441.43,182.34,5.12,15.79,NA,0.0542,0.0307,0.162,0.0918,0.7403,0.7403,NA,NA,17467933000,$17.5B,35.3,-14.8%,-46.1%,-31.2%,+5.5%,46.5,46.5,9.1,47.9,0.07,No Signal
MYRG,NA,503.57,190.14,2026-09-25,ENGINEERING & CONSTRUCTION,4595731000,27.48,21.28,5.97,10.74,10.74,0.247,0.0848,0.0413,0.062,4006051000,257.75,290834000,14.98,0.865,0.0019,1.313,412,0,3,4,0,0,15569200,NA,3.409,1.106,48.46,MYR Group Inc,INDUSTRIALS,45,40,80,40,7,60.7,NA,55.32,295.18,305.27,487.33,273.47,183.53,-0.0331,-0.3943,0.0794,0.6083,287.6405,326.3848,326.5809,47.2374,-4.2355,-5.3687,1.1333,308.7129,266.5681,0.6789,0.4356,290538.0952,1.5051,8e-4,0.0015,7e-4,0.0269,749,0.0305,0.0583,0.4272,0.3848,TRUE,FALSE,FALSE,FALSE,Neutral,TRUE,15,45,5.1813,37.3057,70,26.5155,766,0.2627,-0.1003,-0.417,0.4841,-0.0011,0.0316,-0.2749,-0.5474,1,3,17.58,No Signal,0.05,2.65,Increasing,FALSE,4.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.1159,76550666.6667,NA,NA,NA,NA,NA,0.0142,76550666.6667,0.0142,0.1159,3657889000,9372000,137872000,0.0019,660423000,9372000,137872000,0.0019,30.6,29.5,42,93.8,5.7,35.2,35.2,50.4,44.3,72.2,95.5,33.5,60.7,60.3,30.9,50,FALSE,37.9,37.9,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,30.4,-0.0011,Balanced,MACD,295.18,-3.3099999999999996,503.57,190.14,5.97,14.98,0.1159,0.062,0.0413,0.247,0.0019,0.0142,0.0142,NA,NA,4595731000,$4.6B,27.5,-3.3%,-39.4%,+7.9%,+60.8%,60.3,60.3,30.9,56.18,0.05,No Signal
NBIX,NA,186.12,122.14,2026-09-25,DRUG MANUFACTURERS - SPECIALTY & GENERIC,14179045000,20.76,14.12,3.902,6.72,6.72,0.221,0.117,0.209,0.222,3373900000,33.66,913300000,15.65,0.311,0.2312,0.381,208.4,4,19,4,0,0,101649000,NA,0.282,4.275,36.35,Neurocrine Biosciences Inc,HEALTHCARE,60,60,80,75,27,75,NA,69.75,139.49,153.04,164.18,128.32,146.4,-0.0885,-0.1504,0.087,-0.0472,153.191,160.8808,147.8376,26.7967,-2.5968,-1.8266,-0.7701,162.9715,143.4105,-0.2004,0.2804,1151238.0952,0.7135,8e-4,5e-4,-3e-4,0.0207,749,-0.0238,-0.0235,0.3281,-0.2549,FALSE,FALSE,FALSE,TRUE,Oversold,FALSE,15,20,21.2435,38.8601,30,23.8951,766,-0.2639,-0.1494,-0.1561,0.5317,3e-4,0.0217,0.0873,0.2538,1,0,32.95,No Signal,0.05,5.37,Stable,FALSE,4.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,555833333.3333,NA,NA,NA,NA,NA,NA,555833333.3333,NA,NA,2860500000,NA,332400000,0.2312,3693600000,NA,332400000,0.2312,56,55.4,80.8,0,26.4,50.8,50.8,69.1,66.1,67.5,50,72.7,75,66.6,20.1,50,FALSE,45.8,45.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,45.9,3e-4,Consistent Beat,GX,139.49,-8.85,186.12,122.14,3.902,15.65,NA,0.222,0.209,0.221,0.2312,NA,NA,NA,NA,14179045000,$14.2B,20.8,-8.8%,-15%,+8.7%,-4.7%,66.6,66.6,20.1,59.959999999999994,0.05,Tier 2: Golden Cross
NDSN,NA,338.1,219.4,2026-09-25,SPECIALTY INDUSTRIAL MACHINERY,17902891000,32.37,24.57,5.45,9.93,9.93,0.178,0.0847,0.186,0.274,2979795000,53.36,957891000,21.37,0.23,0.0305,0.972,349.71,0,4,3,0,1,55699000,0.0103,1.821,6.55,58.69,Nordson Corporation,INDUSTRIALS,45,40,65,75,8,56.2,NA,55.62,321.42,333.93,304.64,260.21,224.84,-0.0375,0.0551,0.2352,0.4296,317.5255,309.343,283.5055,58.2637,0.1217,0.2686,-0.1469,333.3295,301.7215,0.6232,0.2059,370619.0476,0.9749,8e-4,6e-4,-2e-4,0.0123,749,0.0297,-0.0415,0.1945,-0.2404,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,59.5855,59.0674,30,70.4391,766,-0.2291,0.0472,0.0613,0.4683,5e-4,0.0141,0.1142,0.5106,1,1,32.23,No Signal,0.03,4.47,Decreasing,FALSE,2.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,586532333.3333,NA,NA,NA,NA,NA,0.4708,586532333.3333,0.4708,NA,2791687000,1539005000,113431000,0.0305,3269059000,1539005000,113431000,0.0305,57.5,60.1,29.5,47.2,63.7,52.4,52.4,41.7,49.7,59.3,52.3,70.1,56.2,54.4,69.2,50,FALSE,56.7,56.7,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,62.4,5e-4,Balanced,GX RSI MA200,321.42,-3.75,338.1,219.4,5.45,21.37,NA,0.274,0.186,0.178,0.0305,0.4708,0.4708,NA,NA,17902891000,$17.9B,32.4,-3.8%,+5.5%,+23.5%,+43%,54.4,54.4,69.2,52.64,0.03,Tier 2: Golden Cross
NEE,NA,97.3,68.4,2026-09-17,UTILITIES - REGULATED ELECTRIC,167650083000,18.22,18.66,2.96,4.41,4.41,0.117,0.0244,0.324,0.315,28700000000,13.81,14593000000,15.62,0.531,0.531,0.644,98.39,2,10,7,1,0,2085978000,0.0293,1.637,9.63,27.39,Nextera Energy Inc,UTILITIES,75,75,65,90,20,66.2,NA,73.37,77.02,84.1,87.7,91.4,72.32,-0.0842,-0.1218,-0.1573,0.065,82.1155,85.0778,87.6153,22.4548,-1.9528,-1.5079,-0.4449,85.6156,78.6154,-0.2279,0.1708,10899942.8571,0.3188,8e-4,4e-4,-5e-4,0.0181,749,-0.0256,0.0257,0.288,-0.4075,FALSE,FALSE,FALSE,FALSE,Oversold,FALSE,15,20,27.4611,11.9171,30,20.3718,766,-0.3553,-0.0853,-0.1112,0.4921,-0.0012,0.0137,-0.3112,-1.4282,1,0,24.64,No Signal,0.03,5.19,Increasing,FALSE,2.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7708,NA,1.7708,NA,NA,97785000000,1998000000,NA,55222000000,97785000000,1998000000,NA,27.5,10.4,46.1,0,34.7,25.3,25.3,74.8,76.5,44.8,11.7,91.2,66.2,59.7,9.2,50,FALSE,26.6,26.6,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,14.9,-0.0012,Balanced,,77.02,-8.42,97.3,68.4,2.96,15.62,NA,0.315,0.324,0.117,0.531,1.7708,1.7708,NA,NA,167650083000,$167.7B,18.2,-8.4%,-12.2%,-15.7%,+6.5%,59.7,59.7,9.2,55.82,0.03,No Signal
NET,NA,338,158.83,2026-09-20,SOFTWARE - INFRASTRUCTURE,115227394000,NA,163.93,71.13,-0.58,-0.58,-0.144,-0.0204,-0.0821,-0.076,2512350000,7.14,-3610000,2962.92,0,0.293,1.664,336.81,7,17,8,1,1,322619000,NA,2.377,45.61,4.552,Cloudflare Inc,TECHNOLOGY,50,20,15,20,34,70.6,NA,31.06,352.33,280.35,226.65,203.02,223.26,0.2568,0.5545,0.7354,0.5781,307.8645,295.0568,229.3359,65.5668,4.6311,3.1688,1.4623,355.2525,260.4765,0.9692,0.7378,3158814.2857,1.6894,8e-4,0.0031,0.0022,0.0319,749,0.0091,0.417,0.5071,1.1079,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,65,92.7461,90.1554,70,87.6049,766,2.3376,0.1446,0.4668,0.5,0.0029,0.0443,0.7273,1.0352,1,2,11.31,No Signal,0.02,2.44,Increasing,FALSE,2.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7451,207633000,NA,NA,NA,NA,NA,NA,207633000,NA,0.7451,2167937000,NA,1663773000,0.293,1620020000,NA,1663773000,0.293,85.5,72,53.9,77.7,90.2,75.7,75.7,50,50,18,50,9.8,70.6,38,93.2,50,FALSE,74.2,74.2,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,88.7,0.0029,Alpha Leader,GX MACD RSI MA200,352.33,25.679999999999996,338,158.83,71.13,2962.92,0.7451,-0.076,-0.0821,-0.144,0.293,NA,NA,NA,NA,115227394000,$115.2B,N/A,+25.7%,+55.5%,+73.5%,+57.8%,38,38,93.2,42.8,0.02,Tier 2: Golden Cross
NFLX,NA,124.86,65.08,2026-09-18,ENTERTAINMENT,313586287000,24.06,20,10.55,3.13,3.13,0.495,0.161,0.282,0.334,48370766000,11.46,14726931000,9.24,0.111,0.1575,1.526,93.88,7,28,16,0,0,4163940000,NA,1.413,6.68,7.24,Netflix Inc,COMMUNICATION SERVICES,60,20,95,90,51,70.6,NA,68.06,71.36,80.01,70.9,93.43,121.847,-0.1081,0.0065,-0.2362,-0.4143,77.6675,75.6402,84.9835,37.0825,-1.7268,-0.453,-1.2738,84.761,70.574,0.0554,0.3706,31720863.6364,0.7897,8e-4,0.0011,2e-4,0.0201,750,-0.0039,0.1041,0.3197,0.1876,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,52.3316,7.772,30,27.0039,767,-0.049,-0.0423,-0.0174,0.4365,-0.002,0.0223,-0.4971,-1.4028,1,0,20.14,No Signal,0.02,3.6,Stable,FALSE,2.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,7769542666.6667,NA,NA,NA,NA,NA,0.3922,7769542666.6667,0.3922,NA,45183036000,11825548000,9099232000,0.1575,30152052000,11825548000,9099232000,0.1575,17.1,11.9,8.8,0,53.4,17.9,17.9,58.3,23,91.8,59.5,83,70.6,67.2,17.6,50,FALSE,25.2,25.2,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,12.4,-0.002,Balanced,,71.36,-10.81,124.86,65.08,10.55,9.24,NA,0.334,0.282,0.495,0.1575,0.3922,0.3922,NA,NA,313586287000,$313.6B,24.1,-10.8%,+0.7%,-23.6%,-41.4%,67.2,67.2,17.6,60.32,0.02,No Signal
NPWR,NA,5.2,1.35,2026-09-25,SPECIALTY INDUSTRIAL MACHINERY,151302000,NA,NA,1.917,-6.11,-6.11,-1.42,-0.106,0,0,0,0,-175326000,-13.21,0,0,1.105,2.85,0,3,1,0,0,88481000,NA,NA,4450.26,0.944,NET Power Inc.,INDUSTRIALS,50,75,15,20,4,68.8,NA,41.88,1.71,1.99,1.77,1.56,2.92,-0.1407,-0.0339,0.0962,-0.4144,1.8255,1.6722,1.9298,45.8149,1.1229,2.2549,-1.1321,1.9494,1.7016,0.0337,0.5759,846204.7619,2.0721,8e-4,-0.0014,-0.0022,0.0524,749,-0.0375,-0.7772,0.8322,-0.6633,FALSE,TRUE,FALSE,FALSE,Neutral,FALSE,55,45,45.0777,39.3782,30,44.899,766,-0.9229,0.0977,-0.0908,0.4365,-0.0021,0.0457,-0.5171,-0.7132,1,0,28.21,No Signal,0.03,4.69,Stable,FALSE,3.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-127149000,NA,NA,NA,NA,NA,NA,-127149000,NA,NA,0,NA,117933000,NA,83527000,NA,117933000,NA,16.1,25.4,8.8,0,40.9,19.1,19.1,50,90.2,3.1,50,17,68.8,40.4,46.6,50,FALSE,28.9,28.9,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,19.1,-0.0021,Balanced,,1.71,-14.069999999999999,5.2,1.35,1.917,-13.21,NA,0,0,-1.42,0,NA,NA,NA,NA,151302000,$151.3M,N/A,-14.1%,-3.4%,+9.6%,-41.4%,40.4,40.4,46.6,44.239999999999995,0.03,No Signal
NTRA,NA,369.69,157.43,2026-09-20,DIAGNOSTICS & RESEARCH,53245420000,NA,5000,29.23,-1.37,-1.37,-0.125,-0.0808,-0.0711,-0.103,2707076000,19.32,-224420992,-26.8,0,0.4595,1.534,344.33,5,14,3,0,0,144144000,NA,0,19.35,12.68,Natera Inc,HEALTHCARE,50,20,15,20,22,77.3,NA,31.73,390.79,327.72,260.74,182.65,172.83,0.1925,0.4988,1.1396,1.2611,340.4208,308.6557,242.1277,79.6798,5.2774,4.2234,1.054,378.6046,302.2369,1.1596,0.3792,1364733.3333,1.3026,8e-4,0.0033,0.0025,0.0267,749,0.0616,0.5612,0.4232,1.4762,TRUE,TRUE,TRUE,TRUE,Overbought,TRUE,100,30,90.1554,94.3005,70,82.4067,766,2.9886,0.2353,0.5749,0.5397,0.0044,0.0345,1.0998000000000001,2.0067,1,1,34.03,No Signal,0.03,4.7,Decreasing,FALSE,3.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-35933333.3333,NA,NA,NA,NA,NA,NA,-35933333.3333,NA,NA,2306113000,NA,NA,0.4595,1821499000,NA,NA,0.4595,91.7,91.7,86,47.2,92.2,86.2,86.2,50,3.3,18.6,50,11.3,77.3,33,91.2,50,FALSE,79.4,79.4,Very Strong,Very Strong,TRUE,FALSE,NEUTRAL,Proven,93.3,0.0044,Alpha Leader,GX MACD MA200,390.79,19.25,369.69,157.43,29.23,-26.8,NA,-0.103,-0.0711,-0.125,0.4595,NA,NA,NA,NA,53245420000,$53.2B,N/A,+19.2%,+49.9%,+114%,+126.1%,33,33,91.2,39.8,0.03,Tier 2: Golden Cross
